"denominazione_regione","Capienza","data"
"Liguria",186,2020-04-06
"Lombardia",1408,2020-04-06
"Marche",193,2020-04-06
"Molise",31,2020-04-06
"Piemonte",560,2020-04-06
"Puglia",289,2020-04-06
"Sardegna",123,2020-04-06
"Sicilia",392,2020-04-06
"Toscana",464,2020-04-06
"Trentino-Alto Adige",157,2020-04-06
"Umbria",70,2020-04-06
"Valle d'Aosta",45,2020-04-06
"Veneto",938,2020-04-06
"Abruzzo",115,2020-04-07
"Basilicata",49,2020-04-07
"Calabria",107,2020-04-07
"Campania",586,2020-04-07
"Emilia-Romagna",629,2020-04-07
"Friuli Venezia Giulia",127,2020-04-07
"Lazio",675,2020-04-07
"Liguria",186,2020-04-07
"Lombardia",1408,2020-04-07
"Marche",193,2020-04-07
"Molise",31,2020-04-07
"Piemonte",560,2020-04-07
"Puglia",289,2020-04-07
"Sardegna",123,2020-04-07
"Sicilia",392,2020-04-07
"Toscana",464,2020-04-07
"Trentino-Alto Adige",157,2020-04-07
"Umbria",70,2020-04-07
"Valle d'Aosta",45,2020-04-07
"Veneto",938,2020-04-07
"Abruzzo",115,2020-04-08
"Basilicata",49,2020-04-08
"Calabria",107,2020-04-08
"Campania",586,2020-04-08
"Emilia-Romagna",629,2020-04-08
"Friuli Venezia Giulia",127,2020-04-08
"Lazio",675,2020-04-08
"Liguria",186,2020-04-08
"Lombardia",1408,2020-04-08
"Marche",193,2020-04-08
"Molise",31,2020-04-08
"Piemonte",560,2020-04-08
"Puglia",289,2020-04-08
"Sardegna",123,2020-04-08
"Sicilia",392,2020-04-08
"Toscana",464,2020-04-08
"Trentino-Alto Adige",157,2020-04-08
"Umbria",70,2020-04-08
"Valle d'Aosta",45,2020-04-08
"Veneto",938,2020-04-08
"Abruzzo",115,2020-04-09
"Basilicata",49,2020-04-09
"Calabria",107,2020-04-09
"Campania",586,2020-04-09
"Emilia-Romagna",629,2020-04-09
"Friuli Venezia Giulia",127,2020-04-09
"Lazio",675,2020-04-09
"Liguria",186,2020-04-09
"Lombardia",1408,2020-04-09
"Marche",193,2020-04-09
"Molise",31,2020-04-09
"Piemonte",560,2020-04-09
"Puglia",289,2020-04-09
"Sardegna",123,2020-04-09
"Sicilia",392,2020-04-09
"Toscana",464,2020-04-09
"Trentino-Alto Adige",157,2020-04-09
"Umbria",70,2020-04-09
"Valle d'Aosta",45,2020-04-09
"Veneto",938,2020-04-09
"Abruzzo",115,2020-04-10
"Basilicata",49,2020-04-10
"Calabria",107,2020-04-10
"Campania",586,2020-04-10
"Emilia-Romagna",629,2020-04-10
"Friuli Venezia Giulia",127,2020-04-10
"Lazio",675,2020-04-10
"Liguria",186,2020-04-10
"Lombardia",1408,2020-04-10
"Marche",193,2020-04-10
"Molise",31,2020-04-10
"Piemonte",560,2020-04-10
"Puglia",289,2020-04-10
"Sardegna",123,2020-04-10
"Sicilia",392,2020-04-10
"Toscana",464,2020-04-10
"Trentino-Alto Adige",157,2020-04-10
"Umbria",70,2020-04-10
"Valle d'Aosta",45,2020-04-10
"Veneto",938,2020-04-10
"Abruzzo",115,2020-04-11
"Basilicata",49,2020-04-11
"Calabria",107,2020-04-11
"Campania",586,2020-04-11
"Emilia-Romagna",629,2020-04-11
"Friuli Venezia Giulia",127,2020-04-11
"Lazio",675,2020-04-11
"Liguria",186,2020-04-11
"Lombardia",1408,2020-04-11
"Marche",193,2020-04-11
"Molise",31,2020-04-11
"Piemonte",560,2020-04-11
"Puglia",289,2020-04-11
"Sardegna",123,2020-04-11
"Sicilia",392,2020-04-11
"Toscana",464,2020-04-11
"Trentino-Alto Adige",157,2020-04-11
"Umbria",70,2020-04-11
"Valle d'Aosta",45,2020-04-11
"Veneto",938,2020-04-11
"Abruzzo",115,2020-04-12
"Basilicata",49,2020-04-12
"Calabria",107,2020-04-12
"Campania",586,2020-04-12
"Emilia-Romagna",629,2020-04-12
"Friuli Venezia Giulia",127,2020-04-12
"Lazio",675,2020-04-12
"Liguria",186,2020-04-12
"Lombardia",1408,2020-04-12
"Marche",193,2020-04-12
"Molise",31,2020-04-12
"Piemonte",560,2020-04-12
"Puglia",289,2020-04-12
"Sardegna",123,2020-04-12
"Sicilia",392,2020-04-12
"Toscana",464,2020-04-12
"Trentino-Alto Adige",157,2020-04-12
"Umbria",70,2020-04-12
"Valle d'Aosta",45,2020-04-12
"Veneto",938,2020-04-12
"Abruzzo",115,2020-04-13
"Basilicata",49,2020-04-13
"Calabria",107,2020-04-13
"Campania",586,2020-04-13
"Emilia-Romagna",629,2020-04-13
"Friuli Venezia Giulia",127,2020-04-13
"Lazio",675,2020-04-13
"Liguria",186,2020-04-13
"Lombardia",1408,2020-04-13
"Marche",193,2020-04-13
"Molise",31,2020-04-13
"Piemonte",560,2020-04-13
"Puglia",289,2020-04-13
"Sardegna",123,2020-04-13
"Sicilia",392,2020-04-13
"Toscana",464,2020-04-13
"Trentino-Alto Adige",157,2020-04-13
"Umbria",70,2020-04-13
"Valle d'Aosta",45,2020-04-13
"Veneto",938,2020-04-13
"Abruzzo",115,2020-04-14
"Basilicata",49,2020-04-14
"Calabria",107,2020-04-14
"Campania",586,2020-04-14
"Emilia-Romagna",629,2020-04-14
"Friuli Venezia Giulia",127,2020-04-14
"Lazio",675,2020-04-14
"Liguria",186,2020-04-14
"Lombardia",1408,2020-04-14
"Marche",193,2020-04-14
"Molise",31,2020-04-14
"Piemonte",560,2020-04-14
"Puglia",289,2020-04-14
"Sardegna",123,2020-04-14
"Sicilia",392,2020-04-14
"Toscana",464,2020-04-14
"Trentino-Alto Adige",157,2020-04-14
"Umbria",70,2020-04-14
"Valle d'Aosta",45,2020-04-14
"Veneto",938,2020-04-14
"Abruzzo",115,2020-04-15
"Basilicata",49,2020-04-15
"Calabria",107,2020-04-15
"Campania",586,2020-04-15
"Emilia-Romagna",629,2020-04-15
"Friuli Venezia Giulia",127,2020-04-15
"Lazio",675,2020-04-15
"Liguria",186,2020-04-15
"Lombardia",1408,2020-04-15
"Marche",193,2020-04-15
"Molise",31,2020-04-15
"Piemonte",560,2020-04-15
"Puglia",289,2020-04-15
"Sardegna",123,2020-04-15
"Sicilia",392,2020-04-15
"Toscana",464,2020-04-15
"Trentino-Alto Adige",157,2020-04-15
"Umbria",70,2020-04-15
"Valle d'Aosta",45,2020-04-15
"Veneto",938,2020-04-15
"Abruzzo",115,2020-04-16
"Basilicata",49,2020-04-16
"Calabria",107,2020-04-16
"Campania",586,2020-04-16
"Emilia-Romagna",629,2020-04-16
"Friuli Venezia Giulia",127,2020-04-16
"Lazio",675,2020-04-16
"Liguria",186,2020-04-16
"Lombardia",1408,2020-04-16
"Marche",193,2020-04-16
"Molise",31,2020-04-16
"Piemonte",560,2020-04-16
"Puglia",289,2020-04-16
"Sardegna",123,2020-04-16
"Sicilia",392,2020-04-16
"Toscana",464,2020-04-16
"Trentino-Alto Adige",157,2020-04-16
"Umbria",70,2020-04-16
"Valle d'Aosta",45,2020-04-16
"Veneto",938,2020-04-16
"Abruzzo",115,2020-04-17
"Basilicata",49,2020-04-17
"Calabria",107,2020-04-17
"Campania",586,2020-04-17
"Emilia-Romagna",629,2020-04-17
"Friuli Venezia Giulia",127,2020-04-17
"Lazio",675,2020-04-17
"Liguria",186,2020-04-17
"Lombardia",1408,2020-04-17
"Marche",193,2020-04-17
"Molise",31,2020-04-17
"Piemonte",560,2020-04-17
"Puglia",289,2020-04-17
"Sardegna",123,2020-04-17
"Sicilia",392,2020-04-17
"Toscana",464,2020-04-17
"Trentino-Alto Adige",157,2020-04-17
"Umbria",70,2020-04-17
"Valle d'Aosta",45,2020-04-17
"Veneto",938,2020-04-17
"Abruzzo",115,2020-04-18
"Basilicata",49,2020-04-18
"Calabria",107,2020-04-18
"Campania",586,2020-04-18
"Emilia-Romagna",629,2020-04-18
"Friuli Venezia Giulia",127,2020-04-18
"Lazio",675,2020-04-18
"Liguria",186,2020-04-18
"Lombardia",1408,2020-04-18
"Marche",193,2020-04-18
"Molise",31,2020-04-18
"Piemonte",560,2020-04-18
"Puglia",289,2020-04-18
"Sardegna",123,2020-04-18
"Sicilia",392,2020-04-18
"Toscana",464,2020-04-18
"Trentino-Alto Adige",157,2020-04-18
"Umbria",70,2020-04-18
"Valle d'Aosta",45,2020-04-18
"Veneto",938,2020-04-18
"Abruzzo",115,2020-04-19
"Basilicata",49,2020-04-19
"Calabria",107,2020-04-19
"Campania",586,2020-04-19
"Emilia-Romagna",629,2020-04-19
"Friuli Venezia Giulia",127,2020-04-19
"Lazio",675,2020-04-19
"Liguria",186,2020-04-19
"Lombardia",1408,2020-04-19
"Marche",193,2020-04-19
"Molise",31,2020-04-19
"Piemonte",560,2020-04-19
"Puglia",289,2020-04-19
"Sardegna",123,2020-04-19
"Sicilia",392,2020-04-19
"Toscana",464,2020-04-19
"Trentino-Alto Adige",157,2020-04-19
"Umbria",70,2020-04-19
"Valle d'Aosta",45,2020-04-19
"Veneto",938,2020-04-19
"Abruzzo",115,2020-04-20
"Basilicata",49,2020-04-20
"Calabria",107,2020-04-20
"Campania",586,2020-04-20
"Emilia-Romagna",629,2020-04-20
"Friuli Venezia Giulia",127,2020-04-20
"Lazio",675,2020-04-20
"Liguria",186,2020-04-20
"Lombardia",1408,2020-04-20
"Marche",193,2020-04-20
"Molise",31,2020-04-20
"Piemonte",560,2020-04-20
"Puglia",289,2020-04-20
"Sardegna",123,2020-04-20
"Sicilia",392,2020-04-20
"Toscana",464,2020-04-20
"Trentino-Alto Adige",157,2020-04-20
"Umbria",70,2020-04-20
"Valle d'Aosta",45,2020-04-20
"Veneto",938,2020-04-20
"Abruzzo",115,2020-04-21
"Basilicata",49,2020-04-21
"Calabria",107,2020-04-21
"Campania",586,2020-04-21
"Emilia-Romagna",629,2020-04-21
"Friuli Venezia Giulia",127,2020-04-21
"Lazio",675,2020-04-21
"Liguria",186,2020-04-21
"Lombardia",1408,2020-04-21
"Marche",193,2020-04-21
"Molise",31,2020-04-21
"Piemonte",560,2020-04-21
"Puglia",289,2020-04-21
"Sardegna",123,2020-04-21
"Sicilia",392,2020-04-21
"Toscana",464,2020-04-21
"Trentino-Alto Adige",157,2020-04-21
"Umbria",70,2020-04-21
"Valle d'Aosta",45,2020-04-21
"Veneto",938,2020-04-21
"Abruzzo",115,2020-04-22
"Basilicata",49,2020-04-22
"Calabria",107,2020-04-22
"Campania",586,2020-04-22
"Emilia-Romagna",629,2020-04-22
"Friuli Venezia Giulia",127,2020-04-22
"Lazio",675,2020-04-22
"Liguria",186,2020-04-22
"Lombardia",1408,2020-04-22
"Marche",193,2020-04-22
"Molise",31,2020-04-22
"Piemonte",560,2020-04-22
"Puglia",289,2020-04-22
"Sardegna",123,2020-04-22
"Sicilia",392,2020-04-22
"Toscana",464,2020-04-22
"Trentino-Alto Adige",157,2020-04-22
"Umbria",70,2020-04-22
"Valle d'Aosta",45,2020-04-22
"Veneto",938,2020-04-22
"Abruzzo",115,2020-04-23
"Basilicata",49,2020-04-23
"Calabria",107,2020-04-23
"Campania",586,2020-04-23
"Emilia-Romagna",629,2020-04-23
"Friuli Venezia Giulia",127,2020-04-23
"Lazio",675,2020-04-23
"Liguria",186,2020-04-23
"Lombardia",1408,2020-04-23
"Marche",193,2020-04-23
"Molise",31,2020-04-23
"Piemonte",560,2020-04-23
"Puglia",289,2020-04-23
"Sardegna",123,2020-04-23
"Sicilia",392,2020-04-23
"Toscana",464,2020-04-23
"Trentino-Alto Adige",157,2020-04-23
"Umbria",70,2020-04-23
"Valle d'Aosta",45,2020-04-23
"Veneto",938,2020-04-23
"Abruzzo",115,2020-04-24
"Basilicata",49,2020-04-24
"Calabria",107,2020-04-24
"Campania",586,2020-04-24
"Emilia-Romagna",629,2020-04-24
"Friuli Venezia Giulia",127,2020-04-24
"Lazio",675,2020-04-24
"Liguria",186,2020-04-24
"Lombardia",1408,2020-04-24
"Marche",193,2020-04-24
"Molise",31,2020-04-24
"Piemonte",560,2020-04-24
"Puglia",289,2020-04-24
"Sardegna",123,2020-04-24
"Sicilia",392,2020-04-24
"Toscana",464,2020-04-24
"Trentino-Alto Adige",157,2020-04-24
"Umbria",70,2020-04-24
"Valle d'Aosta",45,2020-04-24
"Veneto",938,2020-04-24
"Abruzzo",115,2020-04-25
"Basilicata",49,2020-04-25
"Calabria",107,2020-04-25
"Campania",586,2020-04-25
"Emilia-Romagna",629,2020-04-25
"Friuli Venezia Giulia",127,2020-04-25
"Lazio",675,2020-04-25
"Liguria",186,2020-04-25
"Lombardia",1408,2020-04-25
"Marche",193,2020-04-25
"Molise",31,2020-04-25
"Piemonte",560,2020-04-25
"Puglia",289,2020-04-25
"Sardegna",123,2020-04-25
"Sicilia",392,2020-04-25
"Toscana",464,2020-04-25
"Trentino-Alto Adige",157,2020-04-25
"Umbria",70,2020-04-25
"Valle d'Aosta",45,2020-04-25
"Veneto",938,2020-04-25
"Abruzzo",115,2020-04-26
"Basilicata",49,2020-04-26
"Calabria",107,2020-04-26
"Campania",586,2020-04-26
"Emilia-Romagna",629,2020-04-26
"Friuli Venezia Giulia",127,2020-04-26
"Lazio",675,2020-04-26
"Liguria",186,2020-04-26
"Lombardia",1408,2020-04-26
"Marche",193,2020-04-26
"Molise",31,2020-04-26
"Piemonte",560,2020-04-26
"Puglia",289,2020-04-26
"Sardegna",123,2020-04-26
"Sicilia",392,2020-04-26
"Toscana",464,2020-04-26
"Trentino-Alto Adige",157,2020-04-26
"Umbria",70,2020-04-26
"Valle d'Aosta",45,2020-04-26
"Veneto",938,2020-04-26
"Abruzzo",115,2020-04-27
"Basilicata",49,2020-04-27
"Calabria",107,2020-04-27
"Campania",586,2020-04-27
"Emilia-Romagna",629,2020-04-27
"Friuli Venezia Giulia",127,2020-04-27
"Lazio",675,2020-04-27
"Liguria",186,2020-04-27
"Lombardia",1408,2020-04-27
"Marche",193,2020-04-27
"Molise",31,2020-04-27
"Piemonte",560,2020-04-27
"Puglia",289,2020-04-27
"Sardegna",123,2020-04-27
"Sicilia",392,2020-04-27
"Toscana",464,2020-04-27
"Trentino-Alto Adige",157,2020-04-27
"Umbria",70,2020-04-27
"Valle d'Aosta",45,2020-04-27
"Veneto",938,2020-04-27
"Abruzzo",115,2020-04-28
"Basilicata",49,2020-04-28
"Calabria",107,2020-04-28
"Campania",586,2020-04-28
"Emilia-Romagna",629,2020-04-28
"Friuli Venezia Giulia",127,2020-04-28
"Lazio",675,2020-04-28
"Liguria",186,2020-04-28
"Lombardia",1408,2020-04-28
"Marche",193,2020-04-28
"Molise",31,2020-04-28
"Piemonte",560,2020-04-28
"Puglia",289,2020-04-28
"Sardegna",123,2020-04-28
"Sicilia",392,2020-04-28
"Toscana",464,2020-04-28
"Trentino-Alto Adige",157,2020-04-28
"Umbria",70,2020-04-28
"Valle d'Aosta",45,2020-04-28
"Veneto",938,2020-04-28
"Abruzzo",115,2020-04-29
"Basilicata",49,2020-04-29
"Calabria",107,2020-04-29
"Campania",586,2020-04-29
"Emilia-Romagna",629,2020-04-29
"Friuli Venezia Giulia",127,2020-04-29
"Lazio",675,2020-04-29
"Liguria",186,2020-04-29
"Lombardia",1408,2020-04-29
"Marche",193,2020-04-29
"Molise",31,2020-04-29
"Piemonte",560,2020-04-29
"Puglia",289,2020-04-29
"Sardegna",123,2020-04-29
"Sicilia",392,2020-04-29
"Toscana",464,2020-04-29
"Trentino-Alto Adige",157,2020-04-29
"Umbria",70,2020-04-29
"Valle d'Aosta",45,2020-04-29
"Veneto",938,2020-04-29
"Abruzzo",115,2020-04-30
"Basilicata",49,2020-04-30
"Calabria",107,2020-04-30
"Campania",586,2020-04-30
"Emilia-Romagna",629,2020-04-30
"Friuli Venezia Giulia",127,2020-04-30
"Lazio",675,2020-04-30
"Liguria",186,2020-04-30
"Lombardia",1408,2020-04-30
"Marche",193,2020-04-30
"Molise",31,2020-04-30
"Piemonte",560,2020-04-30
"Puglia",289,2020-04-30
"Sardegna",123,2020-04-30
"Sicilia",392,2020-04-30
"Toscana",464,2020-04-30
"Trentino-Alto Adige",157,2020-04-30
"Umbria",70,2020-04-30
"Valle d'Aosta",45,2020-04-30
"Veneto",938,2020-04-30
"Abruzzo",115,2020-05-01
"Basilicata",49,2020-05-01
"Calabria",107,2020-05-01
"Campania",586,2020-05-01
"Emilia-Romagna",629,2020-05-01
"Friuli Venezia Giulia",127,2020-05-01
"Lazio",675,2020-05-01
"Liguria",186,2020-05-01
"Lombardia",1408,2020-05-01
"Marche",193,2020-05-01
"Molise",31,2020-05-01
"Piemonte",560,2020-05-01
"Puglia",289,2020-05-01
"Sardegna",123,2020-05-01
"Sicilia",392,2020-05-01
"Toscana",464,2020-05-01
"Trentino-Alto Adige",157,2020-05-01
"Umbria",70,2020-05-01
"Valle d'Aosta",45,2020-05-01
"Veneto",938,2020-05-01
"Abruzzo",115,2020-05-02
"Basilicata",49,2020-05-02
"Calabria",107,2020-05-02
"Campania",586,2020-05-02
"Emilia-Romagna",629,2020-05-02
"Friuli Venezia Giulia",127,2020-05-02
"Lazio",675,2020-05-02
"Liguria",186,2020-05-02
"Lombardia",1408,2020-05-02
"Marche",193,2020-05-02
"Molise",31,2020-05-02
"Piemonte",560,2020-05-02
"Puglia",289,2020-05-02
"Sardegna",123,2020-05-02
"Sicilia",392,2020-05-02
"Toscana",464,2020-05-02
"Trentino-Alto Adige",157,2020-05-02
"Umbria",70,2020-05-02
"Valle d'Aosta",45,2020-05-02
"Veneto",938,2020-05-02
"Abruzzo",115,2020-05-03
"Basilicata",49,2020-05-03
"Calabria",107,2020-05-03
"Campania",586,2020-05-03
"Emilia-Romagna",629,2020-05-03
"Friuli Venezia Giulia",127,2020-05-03
"Lazio",675,2020-05-03
"Liguria",186,2020-05-03
"Lombardia",1408,2020-05-03
"Marche",193,2020-05-03
"Molise",31,2020-05-03
"Piemonte",560,2020-05-03
"Puglia",289,2020-05-03
"Sardegna",123,2020-05-03
"Sicilia",392,2020-05-03
"Toscana",464,2020-05-03
"Trentino-Alto Adige",157,2020-05-03
"Umbria",70,2020-05-03
"Valle d'Aosta",45,2020-05-03
"Veneto",938,2020-05-03
"Abruzzo",115,2020-05-04
"Basilicata",49,2020-05-04
"Calabria",107,2020-05-04
"Campania",586,2020-05-04
"Emilia-Romagna",629,2020-05-04
"Friuli Venezia Giulia",127,2020-05-04
"Lazio",675,2020-05-04
"Liguria",186,2020-05-04
"Lombardia",1408,2020-05-04
"Marche",193,2020-05-04
"Molise",31,2020-05-04
"Piemonte",560,2020-05-04
"Puglia",289,2020-05-04
"Sardegna",123,2020-05-04
"Sicilia",392,2020-05-04
"Toscana",464,2020-05-04
"Trentino-Alto Adige",157,2020-05-04
"Umbria",70,2020-05-04
"Valle d'Aosta",45,2020-05-04
"Veneto",938,2020-05-04
"Abruzzo",115,2020-05-05
"Basilicata",49,2020-05-05
"Calabria",107,2020-05-05
"Campania",586,2020-05-05
"Emilia-Romagna",629,2020-05-05
"Friuli Venezia Giulia",127,2020-05-05
"Lazio",675,2020-05-05
"Liguria",186,2020-05-05
"Lombardia",1408,2020-05-05
"Marche",193,2020-05-05
"Molise",31,2020-05-05
"Piemonte",560,2020-05-05
"Puglia",289,2020-05-05
"Sardegna",123,2020-05-05
"Sicilia",392,2020-05-05
"Toscana",464,2020-05-05
"Trentino-Alto Adige",157,2020-05-05
"Umbria",70,2020-05-05
"Valle d'Aosta",45,2020-05-05
"Veneto",938,2020-05-05
"Abruzzo",115,2020-05-06
"Basilicata",49,2020-05-06
"Calabria",107,2020-05-06
"Campania",586,2020-05-06
"Emilia-Romagna",629,2020-05-06
"Friuli Venezia Giulia",127,2020-05-06
"Lazio",675,2020-05-06
"Liguria",186,2020-05-06
"Lombardia",1408,2020-05-06
"Marche",193,2020-05-06
"Molise",31,2020-05-06
"Piemonte",560,2020-05-06
"Puglia",289,2020-05-06
"Sardegna",123,2020-05-06
"Sicilia",392,2020-05-06
"Toscana",464,2020-05-06
"Trentino-Alto Adige",157,2020-05-06
"Umbria",70,2020-05-06
"Valle d'Aosta",45,2020-05-06
"Veneto",938,2020-05-06
"Abruzzo",115,2020-05-07
"Basilicata",49,2020-05-07
"Calabria",107,2020-05-07
"Campania",586,2020-05-07
"Emilia-Romagna",629,2020-05-07
"Friuli Venezia Giulia",127,2020-05-07
"Lazio",675,2020-05-07
"Liguria",186,2020-05-07
"Lombardia",1408,2020-05-07
"Marche",193,2020-05-07
"Molise",31,2020-05-07
"Piemonte",560,2020-05-07
"Puglia",289,2020-05-07
"Sardegna",123,2020-05-07
"Sicilia",392,2020-05-07
"Toscana",464,2020-05-07
"Trentino-Alto Adige",157,2020-05-07
"Umbria",70,2020-05-07
"Valle d'Aosta",45,2020-05-07
"Veneto",938,2020-05-07
"Abruzzo",115,2020-05-08
"Basilicata",49,2020-05-08
"Calabria",107,2020-05-08
"Campania",586,2020-05-08
"Emilia-Romagna",629,2020-05-08
"Friuli Venezia Giulia",127,2020-05-08
"Lazio",675,2020-05-08
"Liguria",186,2020-05-08
"Lombardia",1408,2020-05-08
"Marche",193,2020-05-08
"Molise",31,2020-05-08
"Piemonte",560,2020-05-08
"Puglia",289,2020-05-08
"Sardegna",123,2020-05-08
"Sicilia",392,2020-05-08
"Toscana",464,2020-05-08
"Trentino-Alto Adige",157,2020-05-08
"Umbria",70,2020-05-08
"Valle d'Aosta",45,2020-05-08
"Veneto",938,2020-05-08
"Abruzzo",115,2020-05-09
"Basilicata",49,2020-05-09
"Calabria",107,2020-05-09
"Campania",586,2020-05-09
"Emilia-Romagna",629,2020-05-09
"Friuli Venezia Giulia",127,2020-05-09
"Lazio",675,2020-05-09
"Liguria",186,2020-05-09
"Lombardia",1408,2020-05-09
"Marche",193,2020-05-09
"Molise",31,2020-05-09
"Piemonte",560,2020-05-09
"Puglia",289,2020-05-09
"Sardegna",123,2020-05-09
"Sicilia",392,2020-05-09
"Toscana",464,2020-05-09
"Trentino-Alto Adige",157,2020-05-09
"Umbria",70,2020-05-09
"Valle d'Aosta",45,2020-05-09
"Veneto",938,2020-05-09
"Abruzzo",115,2020-05-10
"Basilicata",49,2020-05-10
"Calabria",107,2020-05-10
"Campania",586,2020-05-10
"Emilia-Romagna",629,2020-05-10
"Friuli Venezia Giulia",127,2020-05-10
"Lazio",675,2020-05-10
"Liguria",186,2020-05-10
"Lombardia",1408,2020-05-10
"Marche",193,2020-05-10
"Molise",31,2020-05-10
"Piemonte",560,2020-05-10
"Puglia",289,2020-05-10
"Sardegna",123,2020-05-10
"Sicilia",392,2020-05-10
"Toscana",464,2020-05-10
"Trentino-Alto Adige",157,2020-05-10
"Umbria",70,2020-05-10
"Valle d'Aosta",45,2020-05-10
"Veneto",938,2020-05-10
"Abruzzo",115,2020-05-11
"Basilicata",49,2020-05-11
"Calabria",107,2020-05-11
"Campania",586,2020-05-11
"Emilia-Romagna",629,2020-05-11
"Friuli Venezia Giulia",127,2020-05-11
"Lazio",675,2020-05-11
"Liguria",186,2020-05-11
"Lombardia",1408,2020-05-11
"Marche",193,2020-05-11
"Molise",31,2020-05-11
"Piemonte",560,2020-05-11
"Puglia",289,2020-05-11
"Sardegna",123,2020-05-11
"Sicilia",392,2020-05-11
"Toscana",464,2020-05-11
"Trentino-Alto Adige",157,2020-05-11
"Umbria",70,2020-05-11
"Valle d'Aosta",45,2020-05-11
"Veneto",938,2020-05-11
"Abruzzo",115,2020-05-12
"Basilicata",49,2020-05-12
"Calabria",107,2020-05-12
"Campania",586,2020-05-12
"Emilia-Romagna",629,2020-05-12
"Friuli Venezia Giulia",127,2020-05-12
"Lazio",675,2020-05-12
"Liguria",186,2020-05-12
"Lombardia",1408,2020-05-12
"Marche",193,2020-05-12
"Molise",31,2020-05-12
"Piemonte",560,2020-05-12
"Puglia",289,2020-05-12
"Sardegna",123,2020-05-12
"Sicilia",392,2020-05-12
"Toscana",464,2020-05-12
"Trentino-Alto Adige",157,2020-05-12
"Umbria",70,2020-05-12
"Valle d'Aosta",45,2020-05-12
"Veneto",938,2020-05-12
"Abruzzo",115,2020-05-13
"Basilicata",49,2020-05-13
"Calabria",107,2020-05-13
"Campania",586,2020-05-13
"Emilia-Romagna",629,2020-05-13
"Friuli Venezia Giulia",127,2020-05-13
"Lazio",675,2020-05-13
"Liguria",186,2020-05-13
"Lombardia",1408,2020-05-13
"Marche",193,2020-05-13
"Molise",31,2020-05-13
"Piemonte",560,2020-05-13
"Puglia",289,2020-05-13
"Sardegna",123,2020-05-13
"Sicilia",392,2020-05-13
"Toscana",464,2020-05-13
"Trentino-Alto Adige",157,2020-05-13
"Umbria",70,2020-05-13
"Valle d'Aosta",45,2020-05-13
"Veneto",938,2020-05-13
"Abruzzo",115,2020-05-14
"Basilicata",49,2020-05-14
"Calabria",107,2020-05-14
"Campania",586,2020-05-14
"Emilia-Romagna",629,2020-05-14
"Friuli Venezia Giulia",127,2020-05-14
"Lazio",675,2020-05-14
"Liguria",186,2020-05-14
"Lombardia",1408,2020-05-14
"Marche",193,2020-05-14
"Molise",31,2020-05-14
"Piemonte",560,2020-05-14
